Rk,Team,Date,xG,h_a,Opp,Comp,Round,TieRslt,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,xG,npxG,xGD,npxGD,xAG,xA,G-xG,np:G-xG,A-xAG,npxG/Sh,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
993,fr Rennes,2020-10-20,2.7,,ru Krasnodar,Champions League,Group,,D 1-1,1,1,0,62,0,1,1,0,2.7,1.9,+1.3,+0.5,1.6,1.3,-1.7,-1.9,-1.6,0.10,19,0.00,0.00,6,31.6,19.8,1,Match Report
994,tr Başakşehir,2020-10-20,0.6,@,de RB Leipzig,Champions League,Group,,L 0-2,0,2,-2,52,0,0,0,0,0.6,0.6,-0.4,-0.4,0.5,0.6,-0.6,-0.6,-0.5,0.08,7,0.00,0.00,3,42.9,20.8,1,Match Report
995,ua Dynamo Kyiv,2020-10-20,0.5,,it Juventus,Champions League,Group,,L 0-2,0,2,-2,48,0,0,0,0,0.5,0.5,-1.5,-1.5,0.3,0.5,-0.5,-0.5,-0.3,0.05,11,0.00,0.00,4,36.4,23.3,2,Match Report
996,eng Chelsea,2020-10-20,0.4,,es Sevilla,Champions League,Group,,D 0-0,0,0,0,44,0,0,0,0,0.4,0.4,+0.1,+0.1,0.3,0.5,-0.4,-0.4,-0.3,0.06,6,0.00,0.00,4,66.7,15.4,0,Match Report
997,it Juventus,2020-10-20,2.0,@,ua Dynamo Kyiv,Champions League,Group,,W 2-0,2,0,+2,52,2,0,0,0,2.0,2.0,+1.5,+1.5,0.8,0.7,0.0,0.0,+1.2,0.21,10,0.20,0.33,6,60.0,12.0,0,Match Report
998,fr Paris S-G,2020-10-20,1.4,,eng Manchester Utd,Champions League,Group,,L 1-2,1,2,-1,61,0,0,0,0,1.4,1.4,0.0,+0.8,1.2,0.9,-1.4,-1.4,-1.2,0.10,14,0.00,0.00,5,35.7,19.3,1,Match Report
999,be Club Brugge,2020-10-20,2.0,@,ru Zenit,Champions League,Group,,W 2-1,2,1,+1,48,2,0,0,0,2.0,2.0,-0.1,-0.1,1.6,1.4,0.0,0.0,-0.6,0.24,13,0.15,0.67,3,23.1,17.5,0,Match Report
1000,ru Krasnodar,2020-10-20,1.4,@,fr Rennes,Champions League,Group,,D 1-1,1,1,0,38,1,0,0,0,1.4,1.4,-1.3,-0.5,1.3,1.1,-0.4,-0.4,-0.3,0.14,10,0.10,0.33,3,30.0,21.4,1,Match Report
1001,fr Paris S-G,2020-08-23,1.1,N,de Bayern Munich,Champions League,Final,,L 0-1,0,1,-1,39,0,0,0,0,1.1,1.1,-0.4,-0.4,0.7,0.8,-1.1,-1.1,-0.7,0.11,10,0.00,0.00,3,30.0,15.7,0,Match Report
1002,de Bayern Munich,2020-08-23,1.5,N,fr Paris S-G,Champions League,Final,,W 1-0,1,0,+1,61,1,0,0,0,1.5,1.5,+0.4,+0.4,1.0,1.0,-0.5,-0.5,0.0,0.13,12,0.08,0.50,2,16.7,22.1,1,Match Report
1003,fr Lyon,2020-08-19,1.8,N,de Bayern Munich,Champions League,Semi-finals,,L 0-3,0,3,-3,35,0,0,0,0,1.8,1.8,-1.4,-1.4,1.2,1.0,-1.8,-1.8,-1.2,0.21,9,0.00,0.00,3,33.3,14.1,0,Match Report
1004,de Bayern Munich,2020-08-19,3.2,N,fr Lyon,Champions League,Semi-finals,,W 3-0,3,0,+3,65,3,0,0,0,3.2,3.2,+1.4,+1.4,2.0,1.8,-0.2,-0.2,+1.0,0.21,19,0.16,0.38,8,42.1,16.1,1,Match Report
1005,de RB Leipzig,2020-08-18,1.0,N,fr Paris S-G,Champions League,Semi-finals,,L 0-3,0,3,-3,43,0,0,0,0,1.0,1.0,-2.2,-2.2,0.5,1.3,-1.0,-1.0,-0.5,0.07,14,0.00,0.00,3,21.4,20.3,1,Match Report
1006,fr Paris S-G,2020-08-18,3.2,N,de RB Leipzig,Champions League,Semi-finals,,W 3-0,3,0,+3,57,3,0,0,0,3.2,3.2,+2.2,+2.2,3.0,2.3,-0.2,-0.2,0.0,0.23,14,0.21,0.33,9,64.3,16.3,1,Match Report
1007,eng Manchester City,2020-08-15,2.5,N,fr Lyon,Champions League,Quarter-finals,,L 1-3,1,3,-2,71,1,0,0,0,2.5,2.5,+1.5,+1.5,1.6,1.5,-1.5,-1.5,-0.6,0.14,18,0.06,0.14,7,38.9,15.1,4,Match Report
1008,fr Lyon,2020-08-15,1.0,N,eng Manchester City,Champions League,Quarter-finals,,W 3-1,3,1,+2,29,3,0,0,0,1.0,1.0,-1.5,-1.5,0.3,0.1,+2.0,+2.0,+0.7,0.15,7,0.43,0.50,6,85.7,23.2,1,Match Report
1009,es Barcelona,2020-08-14,1.1,N,de Bayern Munich,Champions League,Quarter-finals,,L 2-8,2,8,-6,51,1,0,0,0,1.1,1.1,-4.3,-4.3,0.6,0.2,-0.1,-0.1,+0.4,0.15,7,0.14,0.20,5,71.4,15.9,0,Match Report
1010,de Bayern Munich,2020-08-14,5.3,N,es Barcelona,Champions League,Quarter-finals,,W 8-2,8,2,+6,49,8,0,0,0,5.3,5.3,+4.3,+4.3,4.5,3.2,+2.7,+2.7,+3.5,0.22,26,0.31,0.62,13,50.0,13.9,0,Match Report
1011,es Atlético Madrid,2020-08-13,1.1,N,de RB Leipzig,Champions League,Quarter-finals,,L 1-2,1,2,-1,43,0,1,1,0,1.1,0.3,+0.2,-0.5,0.3,0.7,-0.1,-0.3,-0.3,0.04,8,0.00,0.00,2,25.0,20.2,0,Match Report
1012,de RB Leipzig,2020-08-13,0.9,N,es Atlético Madrid,Champions League,Quarter-finals,,W 2-1,2,1,+1,57,2,0,0,0,0.9,0.9,-0.2,+0.5,0.6,1.2,+1.1,+1.1,+1.4,0.09,10,0.20,0.50,4,40.0,20.1,0,Match Report
1013,it Atalanta,2020-08-12,0.5,N,fr Paris S-G,Champions League,Quarter-finals,,L 1-2,1,2,-1,38,1,0,0,0,0.5,0.5,-2.3,-2.3,0.5,0.7,+0.5,+0.5,+0.5,0.06,9,0.11,0.25,4,44.4,16.6,0,Match Report
1014,fr Paris S-G,2020-08-12,2.8,N,it Atalanta,Champions League,Quarter-finals,,W 2-1,2,1,+1,62,2,0,0,0,2.8,2.8,+2.3,+2.3,2.5,1.3,-0.8,-0.8,-0.5,0.17,17,0.12,0.33,6,35.3,17.1,2,Match Report
1015,eng Chelsea,2020-08-08,1.0,@,de Bayern Munich,Champions League,Rd of 16 Leg 2,L 1-7,L 1-4,1,4,-3,37,1,0,0,0,1.0,1.0,-1.8,-1.0,0.3,0.3,0.0,0.0,-0.3,0.10,10,0.10,0.25,4,40.0,20.0,1,Match Report
1016,it Napoli,2020-08-08,2.2,@,es Barcelona,Champions League,Rd of 16 Leg 2,L 2-4,L 1-3,1,3,-2,49,0,1,1,0,2.2,1.4,+1.0,+1.0,0.9,0.9,-1.2,-1.4,-0.9,0.08,17,0.00,0.00,2,11.8,18.3,0,Match Report
1017,de Bayern Munich,2020-08-08,2.9,,eng Chelsea,Champions League,Rd of 16 Leg 2,W 7-1,W 4-1,4,1,+3,63,3,1,1,0,2.9,2.1,+1.8,+1.0,2.0,1.9,+1.1,+0.9,+1.0,0.12,17,0.18,0.50,6,35.3,19.6,0,Match Report
1018,es Barcelona,2020-08-08,1.1,,it Napoli,Champions League,Rd of 16 Leg 2,W 4-2,W 3-1,3,1,+2,51,2,1,1,0,1.1,0.3,-1.0,-1.0,0.3,0.6,+1.9,+1.7,+0.7,0.06,6,0.33,0.67,3,50.0,20.3,0,Match Report
1019,es Real Madrid,2020-08-07,0.8,@,eng Manchester City,Champions League,Rd of 16 Leg 2,L 2-4,L 1-2,1,2,-1,45,1,0,0,0,0.8,0.8,-1.3,-1.3,0.7,0.5,+0.2,+0.2,+0.3,0.08,9,0.11,0.25,4,44.4,19.9,0,Match Report
1020,it Juventus,2020-08-07,2.6,,fr Lyon,Champions League,Rd of 16 Leg 2,L 2-2 (away),W 2-1,2,1,+1,62,1,1,1,0,2.6,1.9,+1.6,+1.7,1.2,0.8,-0.6,-0.9,-0.2,0.14,15,0.07,0.25,4,26.7,19.2,5,Match Report
1021,eng Manchester City,2020-08-07,2.1,,es Real Madrid,Champions League,Rd of 16 Leg 2,W 4-2,W 2-1,2,1,+1,55,2,0,0,0,2.1,2.1,+1.3,+1.3,1.7,1.1,-0.1,-0.1,-0.7,0.11,20,0.10,0.29,7,35.0,18.4,1,Match Report
1022,fr Lyon,2020-08-07,1.0,@,it Juventus,Champions League,Rd of 16 Leg 2,W 2-2 (away),L 1-2,1,2,-1,38,0,1,1,0,1.0,0.2,-1.6,-1.7,0.1,0.3,0.0,-0.2,-0.1,0.05,5,0.00,0.00,1,20.0,22.7,0,Match Report
1023,eng Liverpool,2020-03-11,3.4,,es Atlético Madrid,Champions League,Rd of 16 Leg 2,L 2-4 (aet),L 2-3,2,3,-1,70,2,0,0,0,3.4,3.4,+2.3,+2.3,2.0,2.1,-1.4,-1.4,-1.0,0.11,34,0.06,0.18,11,32.4,16.5,0,Match Report
1024,de Dortmund,2020-03-11,0.5,@,fr Paris S-G,Champions League,Rd of 16 Leg 2,L 2-3,L 0-2,0,2,-2,53,0,0,0,0,0.5,0.5,-0.7,-0.7,0.3,0.7,-0.5,-0.5,-0.3,0.04,11,0.00,0.00,2,18.2,23.5,1,Match Report
1025,es Atlético Madrid,2020-03-11,1.1,@,eng Liverpool,Champions League,Rd of 16 Leg 2,W 4-2 (aet),W 3-2,3,2,+1,30,3,0,0,0,1.1,1.1,-2.3,-2.3,0.9,0.7,+1.9,+1.9,+2.1,0.11,10,0.30,0.50,6,60.0,23.9,0,Match Report
1026,fr Paris S-G,2020-03-11,1.2,,de Dortmund,Champions League,Rd of 16 Leg 2,W 3-2,W 2-0,2,0,+2,47,2,0,0,0,1.2,1.2,+0.7,+0.7,1.1,0.8,+0.8,+0.8,+0.9,0.15,8,0.25,0.50,4,50.0,20.5,2,Match Report
1027,eng Tottenham,2020-03-10,0.3,@,de RB Leipzig,Champions League,Rd of 16 Leg 2,L 0-4,L 0-3,0,3,-3,46,0,0,0,0,0.3,0.3,-0.6,-0.6,0.2,0.4,-0.3,-0.3,-0.2,0.05,6,0.00,0.00,3,50.0,24.3,0,Match Report
1028,es Valencia,2020-03-10,2.2,,it Atalanta,Champions League,Rd of 16 Leg 2,L 4-8,L 3-4,3,4,-1,59,3,0,0,0,2.2,2.2,-0.5,+1.1,1.7,1.4,+0.8,+0.8,+0.3,0.14,16,0.19,0.43,7,43.8,19.5,1,Match Report
1029,it Atalanta,2020-03-10,2.7,@,es Valencia,Champions League,Rd of 16 Leg 2,W 8-4,W 4-3,4,3,+1,41,2,2,2,0,2.7,1.1,+0.5,-1.1,0.6,0.6,+1.3,+0.9,+0.4,0.12,9,0.22,0.67,3,33.3,19.2,0,Match Report
1030,de RB Leipzig,2020-03-10,0.9,,eng Tottenham,Champions League,Rd of 16 Leg 2,W 4-0,W 3-0,3,0,+3,54,3,0,0,0,0.9,0.9,+0.6,+0.6,0.5,0.6,+2.1,+2.1,+1.5,0.08,13,0.23,0.60,5,38.5,18.4,0,Match Report
1031,es Real Madrid,2020-02-26,1.2,,eng Manchester City,Champions League,Rd of 16 Leg 1,L 2-4,L 1-2,1,2,-1,49,1,0,0,0,1.2,1.2,-2.1,-1.3,1.0,0.7,-0.2,-0.2,0.0,0.13,9,0.11,0.33,3,33.3,14.5,0,Match Report
1032,it Juventus,2020-02-26,1.1,@,fr Lyon,Champions League,Rd of 16 Leg 1,L 2-2 (away),L 0-1,0,1,-1,64,0,0,0,0,1.1,1.1,0.0,0.0,1.0,1.0,-1.1,-1.1,-1.0,0.08,14,0.00,,0,0.0,19.6,2,Match Report
1033,eng Manchester City,2020-02-26,3.2,@,es Real Madrid,Champions League,Rd of 16 Leg 1,W 4-2,W 2-1,2,1,+1,51,1,1,1,0,3.2,2.5,+2.1,+1.3,2.2,1.7,-1.2,-1.5,-1.2,0.16,15,0.07,0.14,7,46.7,16.0,1,Match Report
1034,fr Lyon,2020-02-26,1.1,,it Juventus,Champions League,Rd of 16 Leg 1,W 2-2 (away),W 1-0,1,0,+1,36,1,0,0,0,1.1,1.1,0.0,0.0,0.9,1.0,-0.1,-0.1,+0.1,0.09,12,0.08,0.50,2,16.7,19.3,0,Match Report
1035,eng Chelsea,2020-02-25,1.1,,de Bayern Munich,Champions League,Rd of 16 Leg 1,L 1-7,L 0-3,0,3,-3,37,0,0,0,0,1.1,1.1,-2.3,-2.3,1.0,0.4,-1.1,-1.1,-1.0,0.13,9,0.00,0.00,3,33.3,13.5,0,Match Report
1036,it Napoli,2020-02-25,0.7,,es Barcelona,Champions League,Rd of 16 Leg 1,L 2-4,D 1-1,1,1,0,34,1,0,0,0,0.7,0.7,-0.9,-0.9,0.7,0.4,+0.3,+0.3,+0.3,0.10,7,0.14,0.25,4,57.1,14.9,0,Match Report
1037,de Bayern Munich,2020-02-25,3.4,@,eng Chelsea,Champions League,Rd of 16 Leg 1,W 7-1,W 3-0,3,0,+3,63,3,0,0,0,3.4,3.4,+2.3,+2.3,3.2,2.8,-0.4,-0.4,-0.2,0.21,16,0.19,0.50,6,37.5,15.1,1,Match Report
1038,es Barcelona,2020-02-25,1.6,@,it Napoli,Champions League,Rd of 16 Leg 1,W 4-2,D 1-1,1,1,0,66,1,0,0,0,1.6,1.6,+0.9,+0.9,1.7,1.8,-0.6,-0.6,-0.7,0.21,8,0.13,0.50,2,25.0,15.5,0,Match Report
1039,eng Tottenham,2020-02-19,1.1,,de RB Leipzig,Champions League,Rd of 16 Leg 1,L 0-4,L 0-1,0,1,-1,44,0,0,0,0,1.1,1.1,-1.0,-0.2,0.9,0.8,-1.1,-1.1,-0.9,0.10,12,0.00,0.00,5,41.7,18.8,3,Match Report
1040,es Valencia,2020-02-19,2.5,@,it Atalanta,Champions League,Rd of 16 Leg 1,L 4-8,L 1-4,1,4,-3,49,1,0,0,0,2.5,2.5,+0.7,+0.7,2.4,1.6,-1.5,-1.5,-2.4,0.15,18,0.06,0.25,4,22.2,13.2,0,Match Report
1041,it Atalanta,2020-02-19,1.8,,es Valencia,Champions League,Rd of 16 Leg 1,W 8-4,W 4-1,4,1,+3,51,4,0,0,0,1.8,1.8,-0.7,-0.7,1.7,0.8,+2.2,+2.2,+1.3,0.16,11,0.36,0.80,5,45.5,16.7,1,Match Report
1042,de RB Leipzig,2020-02-19,2.1,@,eng Tottenham,Champions League,Rd of 16 Leg 1,W 4-0,W 1-0,1,0,+1,56,0,1,1,0,2.1,1.3,+1.0,+0.2,0.6,0.6,-1.1,-1.3,-0.6,0.09,15,0.00,0.00,4,26.7,17.2,1,Match Report
1043,eng Liverpool,2020-02-18,0.5,@,es Atlético Madrid,Champions League,Rd of 16 Leg 1,L 2-4 (aet),L 0-1,0,1,-1,71,0,0,0,0,0.5,0.5,-0.7,-0.7,0.5,1.0,-0.5,-0.5,-0.5,0.06,8,0.00,,0,0.0,21.0,0,Match Report
1044,de Dortmund,2020-02-18,1.3,,fr Paris S-G,Champions League,Rd of 16 Leg 1,L 2-3,W 2-1,2,1,+1,47,2,0,0,0,1.3,1.3,-0.1,-0.1,0.5,1.3,+0.7,+0.7,+0.5,0.11,12,0.17,0.67,3,25.0,18.6,0,Match Report
1045,es Atlético Madrid,2020-02-18,1.2,,eng Liverpool,Champions League,Rd of 16 Leg 1,W 4-2 (aet),W 1-0,1,0,+1,29,1,0,0,0,1.2,1.2,+0.7,+0.7,0.1,0.5,-0.2,-0.2,-0.1,0.16,7,0.14,0.50,2,28.6,29.3,1,Match Report
1046,fr Paris S-G,2020-02-18,1.5,@,de Dortmund,Champions League,Rd of 16 Leg 1,W 3-2,L 1-2,1,2,-1,53,1,0,0,0,1.5,1.5,+0.1,+0.1,1.3,1.3,-0.5,-0.5,-0.3,0.15,10,0.10,0.33,3,30.0,16.5,1,Match Report
1047,de Bayern Munich,2019-12-11,2.9,,eng Tottenham,Champions League,Group,,W 3-1,3,1,+2,70,3,0,0,0,2.9,2.9,+1.9,+1.9,0.8,1.3,+0.1,+0.1,+1.2,0.13,24,0.13,0.27,11,45.8,16.1,1,Match Report
1048,rs Red Star,2019-12-11,1.2,@,gr Olympiacos,Champions League,Group,,L 0-1,0,1,-1,30,0,0,1,1,1.2,0.4,-2.3,-2.3,0.3,0.2,-1.2,-0.4,-0.3,0.05,7,0.00,0.00,2,28.6,25.2,1,Match Report
1049,gr Olympiacos,2019-12-11,3.5,,rs Red Star,Champions League,Group,,W 1-0,1,0,+1,70,0,1,1,0,3.5,2.7,+2.3,+2.3,1.9,1.2,-2.5,-2.7,-1.9,0.11,26,0.00,0.00,8,30.8,19.7,0,Match Report
1050,eng Tottenham,2019-12-11,1.0,@,de Bayern Munich,Champions League,Group,,L 1-3,1,3,-2,30,1,0,0,0,1.0,1.0,-1.9,-1.9,0.8,0.3,0.0,0.0,-0.8,0.15,7,0.14,0.20,5,71.4,17.5,1,Match Report
1051,es Real Madrid,2019-12-11,1.2,@,be Club Brugge,Champions League,Group,,W 3-1,3,1,+2,57,3,0,0,0,1.2,1.2,+0.2,+0.2,1.2,0.7,+1.8,+1.8,+1.8,0.12,11,0.27,0.60,5,45.5,18.4,0,Match Report
1052,ru Loko Moscow,2019-12-11,0.1,@,es Atlético Madrid,Champions League,Group,,L 0-2,0,2,-2,33,0,0,0,0,0.1,0.1,-3.1,-1.5,0.0,0.1,-0.1,-0.1,0.0,0.03,3,0.00,0.00,1,33.3,29.0,0,Match Report
1053,it Atalanta,2019-12-11,2.9,@,ua Shakhtar,Champions League,Group,,W 3-0,3,0,+3,50,3,0,0,0,2.9,2.9,+2.3,+2.3,1.3,1.2,+0.1,+0.1,-0.3,0.21,17,0.18,0.38,8,47.1,15.6,2,Match Report
1054,eng Manchester City,2019-12-11,3.6,@,hr Dinamo Zagreb,Champions League,Group,,W 4-1,4,1,+3,75,4,0,0,0,3.6,3.6,+3.3,+3.3,3.6,2.7,+0.4,+0.4,+0.4,0.28,13,0.31,0.57,7,53.8,15.6,0,Match Report
1055,de Leverkusen,2019-12-11,2.2,,it Juventus,Champions League,Group,,L 0-2,0,2,-2,54,0,0,0,0,2.2,2.2,+1.3,+1.3,2.0,1.5,-2.2,-2.2,-2.0,0.16,14,0.00,0.00,1,7.1,18.1,0,Match Report
1056,es Atlético Madrid,2019-12-11,3.2,,ru Loko Moscow,Champions League,Group,,W 2-0,2,0,+2,67,1,1,2,1,3.2,1.6,+3.1,+1.5,1.5,1.1,-1.2,-0.6,-0.5,0.08,21,0.05,0.25,4,19.0,22.6,0,Match Report
1057,it Juventus,2019-12-11,0.9,@,de Leverkusen,Champions League,Group,,W 2-0,2,0,+2,46,2,0,0,0,0.9,0.9,-1.3,-1.3,0.7,0.7,+1.1,+1.1,+1.3,0.15,6,0.33,1.00,2,33.3,15.8,0,Match Report
1058,fr Paris S-G,2019-12-11,4.4,,tr Galatasaray,Champions League,Group,,W 5-0,5,0,+5,60,4,1,1,0,4.4,3.6,+4.1,+3.3,3.6,3.3,+0.6,+0.4,+0.4,0.28,13,0.31,0.44,9,69.2,13.4,0,Match Report
1059,ua Shakhtar,2019-12-11,0.6,,it Atalanta,Champions League,Group,,L 0-3,0,3,-3,50,0,0,0,0,0.6,0.6,-2.3,-2.3,0.5,1.1,-0.6,-0.6,-0.5,0.06,9,0.00,0.00,2,22.2,15.5,0,Match Report
1060,tr Galatasaray,2019-12-11,0.3,@,fr Paris S-G,Champions League,Group,,L 0-5,0,5,-5,40,0,0,0,0,0.3,0.3,-4.1,-3.3,0.2,0.1,-0.3,-0.3,-0.2,0.04,7,0.00,,0,0.0,25.9,0,Match Report
1061,hr Dinamo Zagreb,2019-12-11,0.4,,eng Manchester City,Champions League,Group,,L 1-4,1,4,-3,25,1,0,0,0,0.4,0.4,-3.3,-3.3,0.3,0.1,+0.6,+0.6,+0.7,0.06,6,0.17,0.50,2,33.3,17.7,0,Match Report
1062,be Club Brugge,2019-12-11,1.0,,es Real Madrid,Champions League,Group,,L 1-3,1,3,-2,43,1,0,0,0,1.0,1.0,-0.2,-0.2,0.4,0.7,0.0,0.0,+0.6,0.13,8,0.13,0.50,2,25.0,13.3,0,Match Report
1063,cz Slavia Prague,2019-12-10,2.8,@,de Dortmund,Champions League,Group,,L 1-2,1,2,-1,51,1,0,0,0,2.8,2.8,-0.1,-0.1,2.3,1.7,-1.8,-1.8,-1.3,0.16,18,0.06,0.13,8,44.4,16.1,1,Match Report
1064,nl Ajax,2019-12-10,1.2,,es Valencia,Champions League,Group,,L 0-1,0,1,-1,65,0,0,0,0,1.2,1.2,+0.2,+0.2,1.1,1.7,-1.2,-1.2,-1.1,0.07,17,0.00,0.00,2,11.8,18.6,0,Match Report
1065,be Genk,2019-12-10,1.8,@,it Napoli,Champions League,Group,,L 0-4,0,4,-4,45,0,0,0,0,1.8,1.8,-1.2,+0.3,1.8,1.5,-1.8,-1.8,-1.8,0.12,15,0.00,0.00,3,20.0,18.2,1,Match Report
1066,es Barcelona,2019-12-10,1.5,@,it Inter,Champions League,Group,,W 2-1,2,1,+1,62,2,0,0,0,1.5,1.5,-0.2,-0.2,0.9,0.6,+0.5,+0.5,+0.1,0.08,18,0.11,0.40,5,27.8,21.7,1,Match Report
1067,at RB Salzburg,2019-12-10,0.7,,eng Liverpool,Champions League,Group,,L 0-2,0,2,-2,43,0,0,0,0,0.7,0.7,-2.7,-2.7,0.6,0.4,-0.7,-0.7,-0.6,0.07,11,0.00,0.00,7,63.6,18.3,0,Match Report
1068,eng Liverpool,2019-12-10,3.4,@,at RB Salzburg,Champions League,Group,,W 2-0,2,0,+2,57,2,0,0,0,3.4,3.4,+2.7,+2.7,3.1,1.6,-1.4,-1.4,-2.1,0.16,22,0.09,0.29,7,31.8,16.5,2,Match Report
1069,ru Zenit,2019-12-10,0.1,@,pt Benfica,Champions League,Group,,L 0-3,0,3,-3,39,0,0,0,0,0.1,0.1,-2.3,-1.5,0.1,0.2,-0.1,-0.1,-0.1,0.04,3,0.00,0.00,1,33.3,23.6,0,Match Report
1070,pt Benfica,2019-12-10,2.4,,ru Zenit,Champions League,Group,,W 3-0,3,0,+3,61,1,1,1,0,2.4,1.6,+2.3,+1.5,1.4,2.1,-0.4,-0.6,-0.4,0.11,15,0.07,0.20,5,33.3,21.9,2,Match Report
1071,de RB Leipzig,2019-12-10,3.4,@,fr Lyon,Champions League,Group,,D 2-2,2,2,0,53,0,2,2,0,3.4,1.8,+2.2,+0.7,0.9,0.8,-1.4,-1.8,-0.9,0.25,11,0.00,0.00,1,9.1,15.9,0,Match Report
1072,de Dortmund,2019-12-10,2.9,,cz Slavia Prague,Champions League,Group,,W 2-1,2,1,+1,49,2,0,0,0,2.9,2.9,+0.1,+0.1,1.9,1.2,-0.9,-0.9,+0.1,0.19,16,0.13,0.25,8,50.0,16.8,0,Match Report
1073,fr Lille,2019-12-10,0.3,@,eng Chelsea,Champions League,Group,,L 1-2,1,2,-1,36,1,0,0,0,0.3,0.3,-2.3,-2.3,0.2,0.3,+0.7,+0.7,+0.8,0.05,7,0.14,0.50,2,28.6,23.2,0,Match Report
1074,eng Chelsea,2019-12-10,2.7,,fr Lille,Champions League,Group,,W 2-1,2,1,+1,64,2,0,0,0,2.7,2.7,+2.3,+2.3,2.2,1.3,-0.7,-0.7,-0.2,0.13,20,0.10,0.22,9,45.0,16.9,1,Match Report
1075,it Napoli,2019-12-10,3.0,,be Genk,Champions League,Group,,W 4-0,4,0,+4,55,2,2,2,0,3.0,1.5,+1.2,-0.3,1.0,1.2,+1.0,+0.5,0.0,0.12,12,0.17,0.67,3,25.0,17.1,0,Match Report
1076,fr Lyon,2019-12-10,1.1,,de RB Leipzig,Champions League,Group,,D 2-2,2,2,0,47,2,0,0,0,1.1,1.1,-2.2,-0.7,0.5,0.7,+0.9,+0.9,+1.5,0.09,13,0.15,0.33,6,46.2,19.7,0,Match Report
1077,it Inter,2019-12-10,1.7,,es Barcelona,Champions League,Group,,L 1-2,1,2,-1,38,1,0,0,0,1.7,1.7,+0.2,+0.2,1.4,1.3,-0.7,-0.7,-0.4,0.10,18,0.06,0.13,8,44.4,18.4,0,Match Report
1078,es Valencia,2019-12-10,1.1,@,nl Ajax,Champions League,Group,,W 1-0,1,0,+1,35,1,0,0,0,1.1,1.1,-0.2,-0.2,1.0,0.3,-0.1,-0.1,0.0,0.13,8,0.13,0.33,3,37.5,22.2,1,Match Report
1079,cz Slavia Prague,2019-11-27,2.4,,it Inter,Champions League,Group,,L 1-3,1,3,-2,60,0,1,1,0,2.4,1.6,+0.1,-0.6,1.3,1.2,-1.4,-1.6,-1.3,0.11,15,0.00,0.00,4,26.7,18.9,0,Match Report
1080,nl Ajax,2019-11-27,1.6,@,fr Lille,Champions League,Group,,W 2-0,2,0,+2,57,2,0,0,0,1.6,1.6,-0.8,-0.8,1.6,1.2,+0.4,+0.4,+0.4,0.12,13,0.15,0.67,3,23.1,16.9,0,Match Report
1081,be Genk,2019-11-27,1.6,,at RB Salzburg,Champions League,Group,,L 1-4,1,4,-3,48,1,0,0,0,1.6,1.6,-1.3,-1.3,0.6,0.6,-0.6,-0.6,-0.6,0.15,14,0.07,0.20,5,35.7,20.5,1,Match Report
1082,es Barcelona,2019-11-27,2.4,,de Dortmund,Champions League,Group,,W 3-1,3,1,+2,46,3,0,0,0,2.4,2.4,+0.7,+0.7,2.1,1.5,+0.6,+0.6,+0.9,0.18,13,0.23,0.50,6,46.2,16.4,2,Match Report
1083,at RB Salzburg,2019-11-27,3.0,@,be Genk,Champions League,Group,,W 4-1,4,1,+3,52,4,0,0,0,3.0,3.0,+1.3,+1.3,2.4,2.4,+1.0,+1.0,+0.6,0.17,18,0.22,0.67,6,33.3,16.4,1,Match Report
1084,eng Liverpool,2019-11-27,0.8,,it Napoli,Champions League,Group,,D 1-1,1,1,0,71,1,0,0,0,0.8,0.8,+0.3,+0.3,0.6,1.2,+0.2,+0.2,+0.4,0.06,15,0.07,0.25,4,26.7,20.3,0,Match Report
1085,ru Zenit,2019-11-27,0.9,,fr Lyon,Champions League,Group,,W 2-0,2,0,+2,46,2,0,0,0,0.9,0.9,+0.3,+0.3,0.8,0.9,+1.1,+1.1,+1.2,0.09,11,0.18,0.50,4,36.4,17.6,0,Match Report
1086,pt Benfica,2019-11-27,0.9,@,de RB Leipzig,Champions League,Group,,D 2-2,2,2,0,34,2,0,0,0,0.9,0.9,-2.4,-1.6,0.6,0.2,+1.1,+1.1,+0.4,0.08,11,0.18,0.50,4,36.4,24.0,2,Match Report
1087,de RB Leipzig,2019-11-27,3.2,,pt Benfica,Champions League,Group,,D 2-2,2,2,0,66,1,1,1,0,3.2,2.4,+2.4,+1.6,1.8,1.8,-1.2,-1.4,-0.8,0.10,24,0.04,0.11,9,37.5,16.2,0,Match Report
1088,de Dortmund,2019-11-27,1.6,@,es Barcelona,Champions League,Group,,L 1-3,1,3,-2,54,1,0,0,0,1.6,1.6,-0.7,-0.7,1.0,1.4,-0.6,-0.6,0.0,0.19,9,0.11,0.25,4,44.4,16.2,0,Match Report
1089,fr Lille,2019-11-27,2.4,,nl Ajax,Champions League,Group,,L 0-2,0,2,-2,43,0,0,0,0,2.4,2.4,+0.8,+0.8,2.3,1.5,-2.4,-2.4,-2.3,0.20,12,0.00,0.00,5,41.7,18.6,0,Match Report
1090,eng Chelsea,2019-11-27,2.1,@,es Valencia,Champions League,Group,,D 2-2,2,2,0,50,2,0,0,0,2.1,2.1,-1.0,-0.2,2.0,1.5,-0.1,-0.1,-1.0,0.14,16,0.13,0.40,5,31.3,14.0,0,Match Report
